CIRCUITS REPORT
=============================================================================================================================================== 
  CIRC    FROM    TO      Pik (MW)  Qik (MVAr)   Sik (MVA)   Pki (MW)  Qki (MVAr)    Ski (MVA)  Cap (MVA)    Loading    Ploss (MW)  Qloss (MVAr)
 3290   5052   1669        0.00        0.00        0.00        0.00       0.00         0.00   293.0000       0.0000        0.000        0.000
 3291   5763   1669      -29.71        0.00      -29.71       29.71       0.00        29.71   707.0000       0.0420        0.000        0.000
 3292   3025   1669       -1.00        0.00       -1.00        1.00       0.00         1.00   10795.0000       0.0001        0.000        0.000
 3293   5766   1670       90.03        0.00       90.03      -90.03       0.00       -90.03   492.0000       0.1830        0.000        0.000
 3294   2042   1671       -8.78        0.00       -8.78        8.78       0.00         8.78   107.0000       0.0821        0.000        0.000
 3295   4730   1671       32.78        0.00       32.78      -32.78       0.00       -32.78   121.0000       0.2709        0.000        0.000
 3296   5343   1672        1.40        0.00        1.40       -1.40       0.00        -1.40   5595.0000       0.0003        0.000        0.000
 3297   3405   1673        2.74        0.00        2.74       -2.74       0.00        -2.74   1343.0000       0.0020        0.000        0.000
 3298   4087   1673      -19.02        0.00      -19.02       19.02       0.00        19.02   1061.0000       0.0179        0.000        0.000
 3299   5011   1673      -21.61        0.00      -21.61       21.61       0.00        21.61   231.0000       0.0935        0.000        0.000
 3300   3405   1673        2.76        0.00        2.76       -2.76       0.00        -2.76   1351.0000       0.0020        0.000        0.000
 3301   5428   1674      115.14        0.00      115.14     -115.14       0.00      -115.14   300.0000       0.3838        0.000        0.000
 3302   1869   1675       21.36        0.00       21.36      -21.36       0.00       -21.36   303.0000       0.0705        0.000        0.000
 3303   3152   1675      -10.96        0.00      -10.96       10.96       0.00        10.96   151.0000       0.0726        0.000        0.000
 3304   3553   1677       12.50        0.00       12.50      -12.50       0.00       -12.50   303.0000       0.0413        0.000        0.000
 3305   4639   1678       68.50        0.00       68.50      -68.50       0.00       -68.50   307.0000       0.2231        0.000        0.000
 3306   5308   1678       27.40        0.00       27.40      -27.40       0.00       -27.40   529.0000       0.0518        0.000        0.000
 3307   5503   1678      -31.17        0.00      -31.17       31.17       0.00        31.17   306.0000       0.1019        0.000        0.000
 3308   5749   1678      -55.82        0.00      -55.82       55.82       0.00        55.82   428.0000       0.1304        0.000        0.000
 3309   1680   1679      -23.05        0.00      -23.05       23.05       0.00        23.05   1250.0000       0.0184        0.000        0.000
 3310   4521   1679       27.36        0.00       27.36      -27.36       0.00       -27.36   292.0000       0.0937        0.000        0.000
 3311   2483   1680       14.54        0.00       14.54      -14.54       0.00       -14.54   176.0000       0.0826        0.000        0.000
 3312   2514   1681       24.61        0.00       24.61      -24.61       0.00       -24.61    89.0000       0.2765        0.000        0.000
 3313   4627   1681       -6.41        0.00       -6.41        6.41       0.00         6.41   192.0000       0.0334        0.000        0.000
 3314   3941   1682        0.00        0.00        0.00        0.00       0.00         0.00   3862.0000       0.0000        0.000        0.000
 3315   5534   1682      -26.54        0.00      -26.54       26.54       0.00        26.54   748.0000       0.0355        0.000        0.000
 3316   5662   1682       11.43        0.00       11.43      -11.43       0.00       -11.43   257.0000       0.0445        0.000        0.000
 3317   5465   1683     -129.68        0.00     -129.68      129.68       0.00       129.68   488.0000       0.2657        0.000        0.000
 3318   3048   1684        4.90        0.00        4.90       -4.90       0.00        -4.90   649.0000       0.0076        0.000        0.000
 3319   3656   1686       31.73        0.00       31.73      -31.73       0.00       -31.73   471.0000       0.0674        0.000        0.000
 3320   4520   1686      -31.73        0.00      -31.73       31.73       0.00        31.73   798.0000       0.0398        0.000        0.000
 3321   5335   1688        0.00        0.00        0.00        0.00       0.00         0.00   534.0000       0.0000        0.000        0.000
 3322   5608   1689      -52.21        0.00      -52.21       52.21       0.00        52.21   582.0000       0.0897        0.000        0.000
 3323   5606   1689      -38.09        0.00      -38.09       38.09       0.00        38.09   583.0000       0.0653        0.000        0.000
 3324   1639   1690     -228.88        0.00     -228.88      228.88       0.00       228.88   482.0000       0.4749        0.000        0.000
 3325   1726   1690       63.11        0.00       63.11      -63.11       0.00       -63.11   369.0000       0.1710        0.000        0.000
 3326   2825   1690       -7.74        0.00       -7.74        7.74       0.00         7.74   413.0000       0.0187        0.000        0.000
 3327   3323   1690      117.53        0.00      117.53     -117.53       0.00      -117.53   454.0000       0.2589        0.000        0.000
 3328   3712   1690        5.06        0.00        5.06       -5.06       0.00        -5.06   278.0000       0.0182        0.000        0.000
 3329   3751   1690      153.39        0.00      153.39     -153.39       0.00      -153.39   482.0000       0.3182        0.000        0.000
 3330   3323   1690      118.03        0.00      118.03     -118.03       0.00      -118.03   454.0000       0.2600        0.000        0.000
 3331   5212   1690      -17.42        0.00      -17.42       17.42       0.00        17.42   482.0000       0.0362        0.000        0.000
 3332   5348   1691        0.70        0.00        0.70       -0.70       0.00        -0.70   7473.0000       0.0001        0.000        0.000
 3333   3714   1692        1.00        0.00        1.00       -1.00       0.00        -1.00   240340.0000       0.0000        0.000        0.000
 3334   5349   1693       -7.30        0.00       -7.30        7.30       0.00         7.30   28260.0000       0.0003        0.000        0.000
 3335   2457   1694        4.28        0.00        4.28       -4.28       0.00        -4.28   1027.0000       0.0042        0.000        0.000
 3336   2457   1694        4.75        0.00        4.75       -4.75       0.00        -4.75   1126.0000       0.0042        0.000        0.000
 3337   2457   1694        2.34        0.00        2.34       -2.34       0.00        -2.34   558.0000       0.0042        0.000        0.000
 3338   4219   1696     -436.00        0.00     -436.00      436.00       0.00       436.00   322663.0000       0.0014        0.000        0.000
 3339   4219   1695     -436.00        0.00     -436.00      436.00       0.00       436.00   322663.0000       0.0014        0.000        0.000
 3340   4216   1697        0.00        0.00        0.00        0.00       0.00         0.00   303410.0000       0.0000        0.000        0.000
 3341   4218   1699     -150.00        0.00     -150.00      150.00       0.00       150.00   311307.0000       0.0005        0.000        0.000
 3342   4218   1698     -580.00        0.00     -580.00      580.00       0.00       580.00   311371.0000       0.0019        0.000        0.000
 3343   5337   1700        0.70        0.00        0.70       -0.70       0.00        -0.70   1026.0000       0.0007        0.000        0.000
 3344   4531   1702        2.33        0.00        2.33       -2.33       0.00        -2.33   1287.0000       0.0018        0.000        0.000
 3345   5736   1702       -1.91        0.00       -1.91        1.91       0.00         1.91   2676.0000       0.0007        0.000        0.000
 3346   5734   1702        7.88        0.00        7.88       -7.88       0.00        -7.88   2708.0000       0.0029        0.000        0.000
 3347   4352   1703        0.00        0.00        0.00        0.00       0.00         0.00   331.0000       0.0000        0.000        0.000
 3348   2790   1704        7.70        0.00        7.70       -7.70       0.00        -7.70   1063.0000       0.0072        0.000        0.000
 3349   2790   1705       47.27        0.00       47.27      -47.27       0.00       -47.27   967.0000       0.0489        0.000        0.000
 3350   5303   1705       -4.13        0.00       -4.13        4.13       0.00         4.13   195.0000       0.0212        0.000        0.000
 3351   5304   1705       10.27        0.00       10.27      -10.27       0.00       -10.27   197.0000       0.0521        0.000        0.000
 3352   5350   1705       -0.30        0.00       -0.30        0.30       0.00         0.30   7068.0000       0.0000        0.000        0.000
 3353   5461   1705       -8.02        0.00       -8.02        8.02       0.00         8.02   1005.0000       0.0080        0.000        0.000
 3354   1715   1709      -20.70        0.00      -20.70       20.70       0.00        20.70   3772.0000       0.0055        0.000        0.000
 3355   2732   1708       -8.80        0.00       -8.80        8.80       0.00         8.80   4361.0000       0.0020        0.000        0.000
 3356   3216   1708       -1.27        0.00       -1.27        1.27       0.00         1.27   1479.0000       0.0009        0.000        0.000
 3357   3933   1708      -11.14        0.00      -11.14       11.14       0.00        11.14   327.0000       0.0341        0.000        0.000
 3358   4073   1708      -12.80        0.00      -12.80       12.80       0.00        12.80   13439.0000       0.0010        0.000        0.000
 3359   1714   1708       -9.40        0.00       -9.40        9.40       0.00         9.40   3772.0000       0.0025        0.000        0.000
 3360   3216   1708       -1.33        0.00       -1.33        1.33       0.00         1.33   1542.0000       0.0009        0.000        0.000
 3361   3933   1708      -15.41        0.00      -15.41       15.41       0.00        15.41   686.0000       0.0225        0.000        0.000
 3362   3216   1708       -1.12        0.00       -1.12        1.12       0.00         1.12   1304.0000       0.0009        0.000        0.000
 3363   3216   1708       -0.86        0.00       -0.86        0.86       0.00         0.86   980.0000       0.0009        0.000        0.000
 3364   1716   1711       64.11        0.00       64.11      -64.11       0.00       -64.11   155535.0000       0.0004        0.000        0.000
 3365   1716   1713       52.60        0.00       52.60      -52.60       0.00       -52.60   155535.0000       0.0003        0.000        0.000
 3366   1716   1710       47.80        0.00       47.80      -47.80       0.00       -47.80   155535.0000       0.0003        0.000        0.000
 3367   1716   1712       65.99        0.00       65.99      -65.99       0.00       -65.99   155535.0000       0.0004        0.000        0.000
 3368   3217   1716     -101.69        0.00     -101.69      101.69       0.00       101.69   268.0000       0.3794        0.000        0.000
 3369   4643   1716      124.43        0.00      124.43     -124.43       0.00      -124.43   409.0000       0.3042        0.000        0.000
 3370   3217   1716      -59.71        0.00      -59.71       59.71       0.00        59.71   430.0000       0.1389        0.000        0.000
 3371   3612   1716      200.23        0.00      200.23     -200.23       0.00      -200.23   409.0000       0.4895        0.000        0.000
 3372   5352   1716      163.47        0.00      163.47     -163.47       0.00      -163.47   454.0000       0.3601        0.000        0.000
 3373   5351   1716      166.28        0.00      166.28     -166.28       0.00      -166.28   409.0000       0.4065        0.000        0.000
 3374   2236   1717      -13.61        0.00      -13.61       13.61       0.00        13.61   202.0000       0.0674        0.000        0.000
 3375   2253   1717       -5.26        0.00       -5.26        5.26       0.00         5.26   739.0000       0.0071        0.000        0.000
 3376   3130   1717       -2.00        0.00       -2.00        2.00       0.00         2.00   11090.0000       0.0002        0.000        0.000
 3377   4618   1717       -2.19        0.00       -2.19        2.19       0.00         2.19   258.0000       0.0085        0.000        0.000
 3378   2253   1717       -5.24        0.00       -5.24        5.24       0.00         5.24   737.0000       0.0071        0.000        0.000
 3379   2135   1718      146.35        0.00      146.35     -146.35       0.00      -146.35   432.0000       0.3388        0.000        0.000
 3380   5352   1720       72.30        0.00       72.30      -72.30       0.00       -72.30   25032.0000       0.0029        0.000        0.000
 3381   5351   1719       66.40        0.00       66.40      -66.40       0.00       -66.40   25032.0000       0.0027        0.000        0.000
 3382   2238   1721        1.00        0.00        1.00       -1.00       0.00        -1.00   9016.0000       0.0001        0.000        0.000
 3383   3867   1722      -26.86        0.00      -26.86       26.86       0.00        26.86   429.0000       0.0626        0.000        0.000
 3384   4634   1722      -26.64        0.00      -26.64       26.64       0.00        26.64   281.0000       0.0948        0.000        0.000
 3385   4731   1722      -68.72        0.00      -68.72       68.72       0.00        68.72   1066.0000       0.0645        0.000        0.000
 3386   5110   1722      -33.22        0.00      -33.22       33.22       0.00        33.22   354.0000       0.0939        0.000        0.000
 3387   5107   1722       22.72        0.00       22.72      -22.72       0.00       -22.72   551.0000       0.0412        0.000        0.000
 3388   2056   1723      272.02        0.00      272.02     -272.02       0.00      -272.02   558.0000       0.4875        0.000        0.000
 3389   3111   1724        0.00        0.00        0.00        0.00       0.00         0.00   331.0000       0.0000        0.000        0.000
 3390   5354   1729       -3.60        0.00       -3.60        3.60       0.00         3.60   26199.0000       0.0001        0.000        0.000
 3391   3978   1731       33.84        0.00       33.84      -33.84       0.00       -33.84   242.0000       0.1398        0.000        0.000
 3392   5327   1731        9.38        0.00        9.38       -9.38       0.00        -9.38   435.0000       0.0216        0.000        0.000
 3393   2805   1732       17.00        0.00       17.00      -17.00       0.00       -17.00   4341.0000       0.0039        0.000        0.000
 3394   5356   1733        0.00        0.00        0.00       -0.00       0.00        -0.00   5788.0000       0.0000        0.000        0.000
 3395   5357   1734       14.10        0.00       14.10      -14.10       0.00       -14.10   203.0000       0.0695        0.000        0.000
 3396   1994   1735       -5.09        0.00       -5.09        5.09       0.00         5.09   194.0000       0.0263        0.000        0.000
 3397   4015   1736      -21.54        0.00      -21.54       21.54       0.00        21.54   115.0000       0.1873        0.000        0.000
 3398   4084   1736       21.54        0.00       21.54      -21.54       0.00       -21.54   295.0000       0.0730        0.000        0.000
 3399   4167   1735      -19.85        0.00      -19.85       19.85       0.00        19.85   1520.0000       0.0131        0.000        0.000
 3400   5570   1735      -20.34        0.00      -20.34       20.34       0.00        20.34   342.0000       0.0595        0.000        0.000
 3401   4084   1735      -21.54        0.00      -21.54       21.54       0.00        21.54   295.0000       0.0730        0.000        0.000
 3402   4545   1737      120.97        0.00      120.97     -120.97       0.00      -120.97   416.0000       0.2908        0.000        0.000
 3403   3899   1739       -1.00        0.00       -1.00        1.00       0.00         1.00   293.0000       0.0034        0.000        0.000
 3404   3914   1739       19.89        0.00       19.89      -19.89       0.00       -19.89   139.0000       0.1431        0.000        0.000
 3405   5360   1739        2.11        0.00        2.11       -2.11       0.00        -2.11   694.0000       0.0030        0.000        0.000
 3406   1801   1740      -22.11        0.00      -22.11       22.11       0.00        22.11   1898.0000       0.0116        0.000        0.000
 3407   5527   1740       22.11        0.00       22.11      -22.11       0.00       -22.11   443.0000       0.0499        0.000        0.000
 3408   1746   1743       -0.70        0.00       -0.70        0.70       0.00         0.70   317.0000       0.0022        0.000        0.000
 3409   1746   1742       -0.70        0.00       -0.70        0.70       0.00         0.70   317.0000       0.0022        0.000        0.000
 3410   3103   1745     -920.00        0.00     -920.00      920.00       0.00       920.00   1737.0000       0.5296        0.000        0.000
 3411   3103   1744     -920.00        0.00     -920.00      920.00       0.00       920.00   1737.0000       0.5296        0.000        0.000
 3412   1752   1746        4.40        0.00        4.40       -4.40       0.00        -4.40   26121.0000       0.0002        0.000        0.000
 3413   3279   1746      -93.67        0.00      -93.67       93.67       0.00        93.67   388.0000       0.2414        0.000        0.000
 3414   4994   1746       29.62        0.00       29.62      -29.62       0.00       -29.62   337.0000       0.0879        0.000        0.000
 3415   1751   1746       40.00        0.00       40.00      -40.00       0.00       -40.00   26121.0000       0.0015        0.000        0.000
 3416   1750   1746       46.40        0.00       46.40      -46.40       0.00       -46.40   26121.0000       0.0018        0.000        0.000
 3417   2333   1753       -5.00        0.00       -5.00        5.00       0.00         5.00   2003.0000       0.0025        0.000        0.000
 3418   5826   1754       -3.40        0.00       -3.40        3.40       0.00         3.40   2646.0000       0.0013        0.000        0.000
 3419   2332   1754       -9.40        0.00       -9.40        9.40       0.00         9.40   2277.0000       0.0041        0.000        0.000
 3420   2862   1754       -1.40        0.00       -1.40        1.40       0.00         1.40   7488.0000       0.0002        0.000        0.000
 3421   5533   1753       10.14        0.00       10.14      -10.14       0.00       -10.14   341.0000       0.0298        0.000        0.000
 3422   2490   1755      -18.13        0.00      -18.13       18.13       0.00        18.13   541.0000       0.0335        0.000        0.000
 3423   3470   1755       13.20        0.00       13.20      -13.20       0.00       -13.20   584.0000       0.0226        0.000        0.000
 3424   3833   1755      -42.20        0.00      -42.20       42.20       0.00        42.20   695.0000       0.0607        0.000        0.000
 3425   3862   1755      -32.90        0.00      -32.90       32.90       0.00        32.90   406.0000       0.0810        0.000        0.000
 3426   4254   1755      -58.80        0.00      -58.80       58.80       0.00        58.80   541.0000       0.1087        0.000        0.000
 3427   3470   1755       13.15        0.00       13.15      -13.15       0.00       -13.15   355.0000       0.0371        0.000        0.000
 3428   3833   1755      -35.10        0.00      -35.10       35.10       0.00        35.10   695.0000       0.0505        0.000        0.000
 3429   2934   1756      -15.31        0.00      -15.31       15.31       0.00        15.31   124.0000       0.1235        0.000        0.000
 3430   3095   1756       23.30        0.00       23.30      -23.30       0.00       -23.30   211.0000       0.1104        0.000        0.000
 3431   3099   1756      -25.32        0.00      -25.32       25.32       0.00        25.32   193.0000       0.1312        0.000        0.000
 3432   5582   1756       18.39        0.00       18.39      -18.39       0.00       -18.39   125.0000       0.1471        0.000        0.000
 3433   1758   4132       14.11        0.00       14.11      -14.11       0.00       -14.11   694.0000       0.0203        0.000        0.000
 3434   5358   1759        1.40        0.00        1.40       -1.40       0.00        -1.40   7924.0000       0.0002        0.000        0.000
 3435   2012   1760       27.88        0.00       27.88      -27.88       0.00       -27.88   154.0000       0.1810        0.000        0.000
 3436   2516   1761       24.15        0.00       24.15      -24.15       0.00       -24.15   262.0000       0.0922        0.000        0.000
 3437   2687   1762       15.02        0.00       15.02      -15.02       0.00       -15.02   116.0000       0.1295        0.000        0.000
 3438   2313   1763        3.50        0.00        3.50       -3.50       0.00        -3.50   3869.0000       0.0009        0.000        0.000
 3439   2147   1764      -36.39        0.00      -36.39       36.39       0.00        36.39   286.0000       0.1272        0.000        0.000
 3440   2335   1764       42.99        0.00       42.99      -42.99       0.00       -42.99   487.0000       0.0883        0.000        0.000
 3441   3269   1765       28.00        0.00       28.00      -28.00       0.00       -28.00   123.0000       0.2276        0.000        0.000
 3442   2675   1767       23.98        0.00       23.98      -23.98       0.00       -23.98   334.0000       0.0718        0.000        0.000
 3443   4099   1767       -2.40        0.00       -2.40        2.40       0.00         2.40   304.0000       0.0079        0.000        0.000
 3444   5843   1767      -28.30        0.00      -28.30       28.30       0.00        28.30   129.0000       0.2194        0.000        0.000
 3445   1784   1767       -1.91        0.00       -1.91        1.91       0.00         1.91   160.0000       0.0119        0.000        0.000
 3446   2675   1767       23.91        0.00       23.91      -23.91       0.00       -23.91   333.0000       0.0718        0.000        0.000
 3447   2849   1770    -1359.20        0.00    -1359.20     1359.20       0.00      1359.20   1994.0000       0.6816        0.000        0.000
 3448   2849   1769    -1358.60        0.00    -1358.60     1358.60       0.00      1358.60   1994.0000       0.6813        0.000        0.000
 3449   2849   1771        0.40        0.00        0.40       -0.40       0.00        -0.40   997.0000       0.0004        0.000        0.000
 3450   2849   1768        0.40        0.00        0.40       -0.40       0.00        -0.40   1592.0000       0.0003        0.000        0.000
 3451   4518   1772       11.81        0.00       11.81      -11.81       0.00       -11.81   1110.0000       0.0106        0.000        0.000
 3452   5073   1773       32.70        0.00       32.70      -32.70       0.00       -32.70   545.0000       0.0600        0.000        0.000
 3453   2705   1774       77.14        0.00       77.14      -77.14       0.00       -77.14   592.0000       0.1303        0.000        0.000
 3454   2682   1775     -153.10        0.00     -153.10      153.10       0.00       153.10   331.0000       0.4625        0.000        0.000
 3455   3881   1775      199.10        0.00      199.10     -199.10       0.00      -199.10   287.0000       0.6937        0.000        0.000
 3456   2322   1777      -10.97        0.00      -10.97       10.97       0.00        10.97   229.0000       0.0479        0.000        0.000
 3457   3309   1778      -52.30        0.00      -52.30       52.30       0.00        52.30   383.0000       0.1366        0.000        0.000
 3458   3570   1778      -23.50        0.00      -23.50       23.50       0.00        23.50   872.0000       0.0269        0.000        0.000
 3459   3714   1778      -24.06        0.00      -24.06       24.06       0.00        24.06   538.0000       0.0447        0.000        0.000
 3460   3866   1777      -17.70        0.00      -17.70       17.70       0.00        17.70   169.0000       0.1047        0.000        0.000
 3461   3909   1777       -7.60        0.00       -7.60        7.60       0.00         7.60   359.0000       0.0212        0.000        0.000
 3462   5121   1777      -11.50        0.00      -11.50       11.50       0.00        11.50   365.0000       0.0315        0.000        0.000
 3463   3714   1778      -23.94        0.00      -23.94       23.94       0.00        23.94   534.0000       0.0448        0.000        0.000
 3464   3031   1779      217.48        0.00      217.48     -217.48       0.00      -217.48   421.0000       0.5166        0.000        0.000
 3465   3064   1779      139.09        0.00      139.09     -139.09       0.00      -139.09   566.0000       0.2458        0.000        0.000
 3466   3199   1779      -48.50        0.00      -48.50       48.50       0.00        48.50   279.0000       0.1738        0.000        0.000
 3467   4009   1779      -35.58        0.00      -35.58       35.58       0.00        35.58   329.0000       0.1081        0.000        0.000
 3468   5401   1779       20.68        0.00       20.68      -20.68       0.00       -20.68   471.0000       0.0439        0.000        0.000
 3469   4930   1780       22.06        0.00       22.06      -22.06       0.00       -22.06   242.0000       0.0912        0.000        0.000
 3470   5193   1780       -5.06        0.00       -5.06        5.06       0.00         5.06   224.0000       0.0226        0.000        0.000
 3471   2573   1781      -27.16        0.00      -27.16       27.16       0.00        27.16   254.0000       0.1069        0.000        0.000
 3472   2982   1781       -2.75        0.00       -2.75        2.75       0.00         2.75   174.0000       0.0158        0.000        0.000
 3473   4935   1781      -10.99        0.00      -10.99       10.99       0.00        10.99   205.0000       0.0536        0.000        0.000
 3474   5309   1781      -28.52        0.00      -28.52       28.52       0.00        28.52   600.0000       0.0475        0.000        0.000
 3475   2469   1782       35.09        0.00       35.09      -35.09       0.00       -35.09   304.0000       0.1154        0.000        0.000
 3476   4625   1782        0.90        0.00        0.90       -0.90       0.00        -0.90   362.0000       0.0025        0.000        0.000
 3477   5194   1782      -80.99        0.00      -80.99       80.99       0.00        80.99   394.0000       0.2056        0.000        0.000
 3478   2314   1783       24.90        0.00       24.90      -24.90       0.00       -24.90    96.0000       0.2594        0.000        0.000
 3479   2498   1783       -9.00        0.00       -9.00        9.00       0.00         9.00   318.0000       0.0283        0.000        0.000
 3480   4953   1784       -0.41        0.00       -0.41        0.41       0.00         0.41   316.0000       0.0013        0.000        0.000
 3481   4155   1785        0.00        0.00        0.00        0.00       0.00         0.00   150.0000       0.0000        0.000        0.000
 3482   3462   1786      -20.56        0.00      -20.56       20.56       0.00        20.56   309.0000       0.0665        0.000        0.000
 3483   4936   1786      -27.17        0.00      -27.17       27.17       0.00        27.17   1368.0000       0.0199        0.000        0.000
 3484   5189   1786      -14.47        0.00      -14.47       14.47       0.00        14.47   438.0000       0.0330        0.000        0.000
 3485   5838   1786      -26.24        0.00      -26.24       26.24       0.00        26.24   1337.0000       0.0196        0.000        0.000
 3486   5009   1787       40.76        0.00       40.76      -40.76       0.00       -40.76   409.0000       0.0997        0.000        0.000
 3487   5330   1788       11.20        0.00       11.20      -11.20       0.00       -11.20   11313.0000       0.0010        0.000        0.000
 3488   4652   1789       15.92        0.00       15.92      -15.92       0.00       -15.92   168.0000       0.0948        0.000        0.000
 3489   5384   1789      -15.22        0.00      -15.22       15.22       0.00        15.22   233.0000       0.0653        0.000        0.000
 3490   4306   1790      -15.28        0.00      -15.28       15.28       0.00        15.28   200.0000       0.0764        0.000        0.000
 3491   4652   1790       15.28        0.00       15.28      -15.28       0.00       -15.28   166.0000       0.0920        0.000        0.000
 3492   3276   1791        6.56        0.00        6.56       -6.56       0.00        -6.56   149.0000       0.0441        0.000        0.000
 3493   4590   1791       15.50        0.00       15.50      -15.50       0.00       -15.50   320.0000       0.0484        0.000        0.000
 3494   4975   1791        7.33        0.00        7.33       -7.33       0.00        -7.33   796.0000       0.0092        0.000        0.000
 3495   3973   1792      -18.16        0.00      -18.16       18.16       0.00        18.16   186.0000       0.0976        0.000        0.000
 3496   4295   1792      -26.69        0.00      -26.69       26.69       0.00        26.69   284.0000       0.0940        0.000        0.000
 3497   3005   1793      -50.31        0.00      -50.31       50.31       0.00        50.31   309.0000       0.1628        0.000        0.000
 3498   3031   1794       68.89        0.00       68.89      -68.89       0.00       -68.89   444.0000       0.1551        0.000        0.000
 3499   3400   1794       34.32        0.00       34.32      -34.32       0.00       -34.32   416.0000       0.0825        0.000        0.000
 3500   3031   1794       68.69        0.00       68.69      -68.69       0.00       -68.69   444.0000       0.1547        0.000        0.000
 3501   3409   1795      -22.55        0.00      -22.55       22.55       0.00        22.55   207.0000       0.1090        0.000        0.000
 3502   4898   1795      -20.88        0.00      -20.88       20.88       0.00        20.88   323.0000       0.0646        0.000        0.000
 3503   4461   1796       23.66        0.00       23.66      -23.66       0.00       -23.66   422.0000       0.0561        0.000        0.000
 3504   3565   1798       43.50        0.00       43.50      -43.50       0.00       -43.50   37106.0000       0.0012        0.000        0.000
 3505   3565   1799       96.00        0.00       96.00      -96.00       0.00       -96.00   452.0000       0.2124        0.000        0.000
 3506   5452   1800       -2.31        0.00       -2.31        2.31       0.00         2.31   2889.0000       0.0008        0.000        0.000
 3507   1800   1801       -2.31        0.00       -2.31        2.31       0.00         2.31   2981.0000       0.0008        0.000        0.000
 3508   1802   4728      -52.60        0.00      -52.60       52.60       0.00        52.60   272.0000       0.1934        0.000        0.000
 3509   2394   1803        5.81        0.00        5.81       -5.81       0.00        -5.81   136.0000       0.0427        0.000        0.000
 3510   4408   1804      -14.40        0.00      -14.40       14.40       0.00        14.40   154.0000       0.0935        0.000        0.000
 3511   4470   1804      -30.10        0.00      -30.10       30.10       0.00        30.10   223.0000       0.1350        0.000        0.000
 3512   4901   1804       -7.99        0.00       -7.99        7.99       0.00         7.99   628.0000       0.0127        0.000        0.000
 3513   3841   1805      -38.65        0.00      -38.65       38.65       0.00        38.65   344.0000       0.1124        0.000        0.000
 3514   5159   1805       91.14        0.00       91.14      -91.14       0.00       -91.14   428.0000       0.2129        0.000        0.000
 3515   2758   1807       18.70        0.00       18.70      -18.70       0.00       -18.70   1879.0000       0.0100        0.000        0.000
 3516   2758   1806        6.70        0.00        6.70       -6.70       0.00        -6.70   1879.0000       0.0036        0.000        0.000
 3517   3376   1808       -0.44        0.00       -0.44        0.44       0.00         0.44   169.0000       0.0026        0.000        0.000
 3518   1937   1809       99.24        0.00       99.24      -99.24       0.00       -99.24   8785.0000       0.0113        0.000        0.000
 3519   3189   1809       -3.00        0.00       -3.00        3.00       0.00         3.00   1392.0000       0.0022        0.000        0.000
 3520   3932   1809      -10.58        0.00      -10.58       10.58       0.00        10.58    98.0000       0.1080        0.000        0.000
 3521   5420   1809      -19.24        0.00      -19.24       19.24       0.00        19.24   130.0000       0.1480        0.000        0.000
 3522   5583   1809      -39.70        0.00      -39.70       39.70       0.00        39.70   2129.0000       0.0186        0.000        0.000
 3523   5825   1809      -21.73        0.00      -21.73       21.73       0.00        21.73   270.0000       0.0805        0.000        0.000
 3524   2166   1810        1.01        0.00        1.01       -1.01       0.00        -1.01   3579.0000       0.0003        0.000        0.000
 3525   2166   1810        0.99        0.00        0.99       -0.99       0.00        -0.99   3514.0000       0.0003        0.000        0.000
 3526   2751   1811      -23.13        0.00      -23.13       23.13       0.00        23.13   989.0000       0.0234        0.000        0.000
 3527   3361   1811      -10.49        0.00      -10.49       10.49       0.00        10.49   178.0000       0.0589        0.000        0.000
 3528   5283   1811      -28.48        0.00      -28.48       28.48       0.00        28.48   284.0000       0.1003        0.000        0.000
 3529   3361   1811      -10.51        0.00      -10.51       10.51       0.00        10.51   178.0000       0.0590        0.000        0.000
 3530   4541   1811      -24.73        0.00      -24.73       24.73       0.00        24.73   207.0000       0.1195        0.000        0.000
 3531   3273   1812      142.50        0.00      142.50     -142.50       0.00      -142.50   386.0000       0.3692        0.000        0.000
 3532   5361   1813        0.00        0.00        0.00        0.00       0.00         0.00   16165.0000       0.0000        0.000        0.000
 3533   3441   1815       37.36        0.00       37.36      -37.36       0.00       -37.36   426.0000       0.0877        0.000        0.000
 3534   5459   1816       59.80        0.00       59.80      -59.80       0.00       -59.80   347.0000       0.1723        0.000        0.000
 3535   5645   1816      -10.00        0.00      -10.00       10.00       0.00        10.00   448.0000       0.0223        0.000        0.000
 3536   4817   1818       61.81        0.00       61.81      -61.81       0.00       -61.81   589.0000       0.1049        0.000        0.000
 3537   5372   1818      -31.41        0.00      -31.41       31.41       0.00        31.41   473.0000       0.0664        0.000        0.000
 3538   1822   1820        1.01        0.00        1.01       -1.01       0.00        -1.01   2468.0000       0.0004        0.000        0.000
 3539   1822   1820        0.99        0.00        0.99       -0.99       0.00        -0.99   2403.0000       0.0004        0.000        0.000
 3540   5362   1821       11.50        0.00       11.50      -11.50       0.00       -11.50   500.0000       0.0230        0.000        0.000
 3541   2481   1823      -21.10        0.00      -21.10       21.10       0.00        21.10   265.0000       0.0796        0.000        0.000
 3542   2565   1823      -15.43        0.00      -15.43       15.43       0.00        15.43   148.0000       0.1042        0.000        0.000
 3543   4007   1823      -30.33        0.00      -30.33       30.33       0.00        30.33   512.0000       0.0592        0.000        0.000
 3544   4550   1824       31.52        0.00       31.52      -31.52       0.00       -31.52   440.0000       0.0716        0.000        0.000
