BUS;V_pu;Theta_deg;P_MW;Q_MVAr;PG_MW;QG_MVAr;PD_MW;QD_MVAr;Psh_MW;Qsh_MVAr
5017;1.0;-33.88;-11.2;0.0;0.0;0.0;11.2;0.0;0.0;0.0
5018;1.0;-30.66;-10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0
5019;1.0;-28.71;-26.7;0.0;0.0;0.0;26.7;0.0;0.0;0.0
5020;1.0;-28.43;-8.8;0.0;0.0;0.0;8.8;0.0;0.0;0.0
5021;1.0;-22.27;20.9;0.0;0.0;0.0;-20.9;0.0;0.0;0.0
5022;1.0;-46.7;-34.6;0.0;0.0;0.0;34.6;0.0;0.0;0.0
5023;1.0;-24.41;8.8;0.0;18.0;0.0;9.2;0.0;0.0;0.0
5024;1.0;-38.55;-4.1;0.0;0.0;0.0;4.1;0.0;0.0;0.0
5025;1.0;-37.34;-90.7;0.0;0.0;0.0;90.7;0.0;0.0;0.0
5026;1.0;-38.06;-65.0;0.0;0.0;0.0;65.0;0.0;0.0;0.0
5027;1.0;-25.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5028;1.0;-24.97;-26.9;0.0;0.0;0.0;26.9;0.0;0.0;0.0
5029;1.0;-41.1;-4.8;0.0;0.0;0.0;4.8;0.0;0.0;0.0
5030;1.0;-39.01;0.2;0.0;0.0;0.0;-0.2;0.0;0.0;0.0
5031;1.0;-27.8;-19.1;0.0;0.0;0.0;19.1;0.0;0.0;0.0
5032;1.0;-28.74;-26.9;0.0;0.0;0.0;26.9;0.0;0.0;0.0
5033;1.0;-22.08;50.6;0.0;50.6;0.0;0.0;0.0;0.0;0.0
5034;1.0;-37.0;-16.7;0.0;0.0;0.0;16.7;0.0;0.0;0.0
5035;1.0;-12.55;-16.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0
5036;1.0;-28.72;-16.7;0.0;0.0;0.0;16.7;0.0;0.0;0.0
5037;1.0;-41.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5038;1.0;-39.54;-159.5;0.0;0.0;0.0;159.5;0.0;0.0;0.0
5039;1.0;-31.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5040;1.0;-32.58;-12.7;0.0;0.0;0.0;12.7;0.0;0.0;0.0
5041;1.0;-27.24;-22.9;0.0;0.0;0.0;22.9;0.0;0.0;0.0
5042;1.0;-53.21;-16.8;0.0;0.0;0.0;16.8;0.0;0.0;0.0
5043;1.0;-27.33;-21.2;0.0;0.0;0.0;21.2;0.0;0.0;0.0
5044;1.0;-31.76;-30.6;0.0;0.0;0.0;30.6;0.0;0.0;0.0
5045;1.0;-28.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5046;1.0;-32.6;-24.9;0.0;0.0;0.0;24.9;0.0;0.0;0.0
5047;1.0;-12.73;-4.2;0.0;0.0;0.0;4.2;0.0;0.0;0.0
5048;1.0;-40.92;-2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
5049;1.0;-22.35;-171.6;0.0;0.0;0.0;171.6;0.0;0.0;0.0
5050;1.0;-23.18;15.0;0.0;0.0;0.0;-15.0;0.0;0.0;0.0
5051;1.0;-39.26;-4.5;0.0;0.0;0.0;4.5;0.0;0.0;0.0
5052;1.0;-20.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5053;1.0;-20.67;-14.7;0.0;0.0;0.0;14.7;0.0;0.0;0.0
5054;1.0;-30.7;-29.3;0.0;0.0;0.0;29.3;0.0;0.0;0.0
5055;1.0;-43.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5056;1.0;-37.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5057;1.0;-27.92;-11.9;0.0;0.0;0.0;11.9;0.0;0.0;0.0
5058;1.0;-30.82;-42.2;0.0;0.0;0.0;42.2;0.0;0.0;0.0
5059;1.0;-34.31;-2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
5060;1.0;-19.57;-6.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
5061;1.0;-37.95;-7.3;0.0;0.0;0.0;7.3;0.0;0.0;0.0
5062;1.0;-25.8;-29.0;0.0;0.0;0.0;29.0;0.0;0.0;0.0
5063;1.0;-19.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5064;1.0;-24.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5065;1.0;-24.97;1.3;0.0;0.0;0.0;-1.3;0.0;0.0;0.0
5066;1.0;-21.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5067;1.0;-19.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5068;1.0;-30.55;-47.6;0.0;0.0;0.0;47.6;0.0;0.0;0.0
5069;1.0;-21.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5070;1.0;-29.38;-44.6;0.0;0.0;0.0;44.6;0.0;0.0;0.0
5071;1.0;-26.97;-23.2;0.0;0.0;0.0;23.2;0.0;0.0;0.0
5072;1.0;-27.02;-31.2;0.0;0.0;0.0;31.2;0.0;0.0;0.0
5073;1.0;-25.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5074;1.0;-23.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5075;1.0;-25.26;-13.5;0.0;0.0;0.0;13.5;0.0;0.0;0.0
5076;1.0;-25.29;-23.5;0.0;0.0;0.0;23.5;0.0;0.0;0.0
5077;1.0;-26.98;-3.4;0.0;0.0;0.0;3.4;0.0;0.0;0.0
5078;1.0;-12.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5079;1.0;-17.85;-10.8;0.0;0.0;0.0;10.8;0.0;0.0;0.0
5080;1.0;-32.63;-4.1;0.0;0.0;0.0;4.1;0.0;0.0;0.0
5081;1.0;-36.35;-12.3;0.0;0.0;0.0;12.3;0.0;0.0;0.0
5082;1.0;-31.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5083;1.0;-25.51;-4.9;0.0;0.0;0.0;4.9;0.0;0.0;0.0
5084;1.0;-27.72;-12.2;0.0;0.0;0.0;12.2;0.0;0.0;0.0
5085;1.0;-44.76;-59.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0
5086;1.0;-31.15;-23.2;0.0;0.0;0.0;23.2;0.0;0.0;0.0
5087;1.0;-38.22;-38.8;0.0;0.0;0.0;38.8;0.0;0.0;0.0
5088;1.0;-39.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5089;1.0;-32.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5090;1.0;-32.23;-33.8;0.0;0.0;0.0;33.8;0.0;0.0;0.0
5091;1.0;-44.43;-0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0
5092;1.0;-31.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5093;1.0;-23.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5094;1.0;-33.0;-29.6;0.0;0.0;0.0;29.6;0.0;0.0;0.0
5095;1.0;-30.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5096;1.0;-37.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5097;1.0;-42.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5098;1.0;-26.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5099;1.0;-13.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5100;1.0;-38.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5101;1.0;-40.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5102;1.0;-28.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5103;1.0;-28.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5104;1.0;-23.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5105;1.0;-25.78;-2.7;0.0;0.0;0.0;2.7;0.0;0.0;0.0
5106;1.0;-21.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5107;1.0;-32.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5108;1.0;-29.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5109;1.0;-20.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5110;1.0;-35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5111;1.0;-38.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5112;1.0;-29.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5113;1.0;-29.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5114;1.0;-22.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5115;1.0;-32.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5116;1.0;-31.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5117;1.0;-23.91;-7.7;0.0;0.0;0.0;7.7;0.0;0.0;0.0
5118;1.0;-49.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5119;1.0;-14.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5120;1.0;-27.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5121;1.0;-33.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5122;1.0;-17.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5123;1.0;-33.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5124;1.0;-29.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5125;1.0;-29.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5126;1.0;-38.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5127;1.0;-38.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5128;1.0;-29.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5129;1.0;-27.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5130;1.0;-30.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5131;1.0;-34.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5132;1.0;-25.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5133;1.0;-20.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5134;1.0;-24.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5135;1.0;-21.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5136;1.0;-20.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5137;1.0;-29.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5138;1.0;-21.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5139;1.0;-24.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5140;1.0;-21.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5141;1.0;-28.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5142;1.0;-22.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5143;1.0;-43.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5144;1.0;-33.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5145;1.0;-32.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5146;1.0;-42.01;-12.2;0.0;0.0;0.0;12.2;0.0;0.0;0.0
5147;1.0;-32.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5148;1.0;-27.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5149;1.0;-39.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5150;1.0;-31.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5151;1.0;-28.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5152;1.0;-28.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5153;1.0;-18.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5154;1.0;-18.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5155;1.0;-29.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5156;1.0;-29.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5157;1.0;-26.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5158;1.0;-31.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5159;1.0;-25.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5160;1.0;-42.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5161;1.0;-24.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5162;1.0;-24.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5163;1.0;-21.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5164;1.0;-36.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5165;1.0;-36.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5166;1.0;-30.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5167;1.0;-43.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5168;1.0;-18.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5169;1.0;-28.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5170;1.0;-28.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5171;1.0;-16.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5172;1.0;-28.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5173;1.0;-27.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5174;1.0;-27.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5175;1.0;-48.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5176;1.0;-34.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5177;1.0;-48.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5178;1.0;-43.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5179;1.0;-32.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5180;1.0;-48.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5181;1.0;-39.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5182;1.0;-43.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5183;1.0;-38.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5184;1.0;-63.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5185;1.0;-24.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5186;1.0;-38.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5187;1.0;-42.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5188;1.0;-55.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5189;1.0;-31.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5190;1.0;-43.24;-33.6;0.0;0.0;0.0;33.6;0.0;0.0;0.0
5191;1.0;-28.23;-14.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0
5192;1.0;-30.24;-43.7;0.0;0.0;0.0;43.7;0.0;0.0;0.0
5193;1.0;-43.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5194;1.0;-44.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5195;1.0;-22.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5196;1.0;-39.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5197;1.0;-33.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5198;1.0;-31.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5199;1.0;-30.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5200;1.0;-20.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5201;1.0;-42.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5202;1.0;-45.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5203;1.0;-27.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5204;1.0;-11.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5205;1.0;-23.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5206;1.0;-33.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5207;1.0;-25.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5208;1.0;-24.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5209;1.0;-24.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5210;1.0;-25.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5211;1.0;-26.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5212;1.0;-25.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5213;1.0;-29.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5214;1.0;-33.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5215;1.0;-24.35;13.3;0.0;0.0;0.0;-13.3;0.0;0.0;0.0
5216;1.0;-31.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5217;1.0;-28.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5218;1.0;-28.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5219;1.0;-25.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5220;1.0;-36.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5221;1.0;-11.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5222;1.0;-25.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5223;1.0;-36.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5224;1.0;-28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5225;1.0;-63.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5226;1.0;-28.3;20.2;0.0;0.0;0.0;-20.2;0.0;0.0;0.0
5227;1.0;-28.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5228;1.0;-27.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5229;1.0;-28.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5230;1.0;-41.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5231;1.0;-28.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5232;1.0;-26.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5233;1.0;-31.68;-6.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
5234;1.0;-25.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5235;1.0;-24.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5236;1.0;-28.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5237;1.0;-28.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5238;1.0;-36.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5239;1.0;-27.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5240;1.0;-33.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5241;1.0;-31.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5242;1.0;-19.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5243;1.0;-31.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5244;1.0;-28.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5245;1.0;-29.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5246;1.0;-26.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5247;1.0;-32.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5248;1.0;-12.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5249;1.0;-32.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5250;1.0;-37.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5251;1.0;-38.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5252;1.0;-38.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5253;1.0;-25.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5254;1.0;-43.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5255;1.0;-25.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5256;1.0;-19.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5257;1.0;-24.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5258;1.0;-28.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5259;1.0;-15.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5260;1.0;-27.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5261;1.0;-34.83;-24.8;0.0;0.0;0.0;24.8;0.0;0.0;0.0
5262;1.0;-31.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5263;1.0;-33.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5264;1.0;-33.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5265;1.0;-38.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5266;1.0;-55.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5267;1.0;-61.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5268;1.0;-20.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5269;1.0;-41.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5270;1.0;-26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5271;1.0;-27.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5272;1.0;-21.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5273;1.0;-20.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5274;1.0;-30.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5275;1.0;-24.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5276;1.0;-29.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5277;1.0;-26.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5278;1.0;-25.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5279;1.0;-22.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5280;1.0;-40.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5281;1.0;-23.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5282;1.0;-26.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5283;1.0;-43.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5284;1.0;-34.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5285;1.0;-38.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5286;1.0;-32.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5287;1.0;-26.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5288;1.0;-32.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5289;1.0;-28.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5290;1.0;-32.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5291;1.0;-28.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5292;1.0;-22.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5293;1.0;-28.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5294;1.0;-23.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5295;1.0;-22.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5296;1.0;-20.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5297;1.0;-32.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5298;1.0;-23.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5299;1.0;-31.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5300;1.0;-27.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5301;1.0;-29.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5302;1.0;-28.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5303;1.0;-25.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5304;1.0;-24.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5305;1.0;-36.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5306;1.0;-36.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5307;1.0;-31.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5308;1.0;-41.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5309;1.0;-44.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5310;1.0;-28.64;-18.1;0.0;0.0;0.0;18.1;0.0;0.0;0.0
5311;1.0;-32.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5312;1.0;-25.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5313;1.0;-37.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5314;1.0;-34.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5315;1.0;-33.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5316;1.0;-32.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5317;1.0;-16.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5318;1.0;-22.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5319;1.0;-25.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5320;1.0;-29.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5321;1.0;-44.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5322;1.0;-25.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5323;1.0;-30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5324;1.0;-36.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5325;1.0;-30.41;-11.2;0.0;0.0;0.0;11.2;0.0;0.0;0.0
5326;1.0;-23.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5327;1.0;-36.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5328;1.0;-34.26;-5.8;0.0;0.0;0.0;5.8;0.0;0.0;0.0
5329;1.0;-44.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5330;1.0;-42.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
