BUSES REPORT
============================================================================================================================= 
   BUS    V (pu)     θ (º)     P (MW)     Q (MVAr)      PG (MW)    QG (MVAr)    PD (MW)   QD (MVAr)     Psh (MW)   Qsh (MVAr) 
 5601    1.0000    -25.04        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5602    1.0000    -25.19        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5603    1.0000    -24.87        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5604    1.0000    -27.01        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5605    1.0000    -10.30        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5606    1.0000    -29.52        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5607    1.0000    -64.16        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5608    1.0000    -29.92        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5609    1.0000    -26.28        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5610    1.0000    -24.59        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5611    1.0000    -37.60        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5612    1.0000    -23.86        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5613    1.0000    -37.61        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5614    1.0000    -26.23        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5615    1.0000    -23.50        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5616    1.0000    -23.37        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5617    1.0000    -26.35        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5618    1.0000    -24.82        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5619    1.0000    -51.49        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5620    1.0000    -40.79        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5621    1.0000    -40.79        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5622    1.0000    -39.58        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5623    1.0000    -38.98        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5624    1.0000    -52.62        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5625    1.0000    -58.97        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5626    1.0000    -28.28        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5627    1.0000    -60.50        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5628    1.0000    -29.90        2.10        0.00        0.00        0.00       -2.10        0.00        0.00        0.00
 5629    1.0000    -32.77        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5630    1.0000    -25.57        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5631    1.0000    -48.54        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5632    1.0000    -64.98        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5633    1.0000    -28.48        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5634    1.0000    -31.83        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5635    1.0000    -28.84        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5636    1.0000    -56.42        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5637    1.0000    -28.58       15.10        0.00        0.00        0.00      -15.10        0.00        0.00        0.00
 5638    1.0000    -42.11        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5639    1.0000    -37.89        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5640    1.0000    -36.62        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5641    1.0000    -17.72        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5642    1.0000    -51.48        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5643    1.0000    -17.72        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5644    1.0000    -25.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5645    1.0000    -47.35      -10.00        0.00        0.00        0.00       10.00        0.00        0.00        0.00
 5646    1.0000    -20.53        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5647    1.0000    -25.95        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5648    1.0000    -31.04        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5649    1.0000    -25.79        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5650    1.0000    -40.92        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5651    1.0000    -19.81        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5652    1.0000    -30.47        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5653    1.0000    -23.80        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5654    1.0000    -36.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5655    1.0000    -24.43       -2.00        0.00        0.00        0.00        2.00        0.00        0.00        0.00
 5656    1.0000    -32.30        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5657    1.0000    -31.13        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5658    1.0000    -27.13        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5659    1.0000    -24.98        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5660    1.0000    -24.93        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5661    1.0000    -26.56        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5662    1.0000    -21.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5663    1.0000    -27.50        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5664    1.0000    -24.79        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5665    1.0000    -32.51        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5666    1.0000    -39.93        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5667    1.0000    -25.61        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5668    1.0000    -25.95        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
